,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('ERK', 0), ('PI3K', 1)]",0.16666666666666666,-0.5,0.13636363636363635,,0.5,0.0,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('GRB2SOS', 1), ('GSK3b', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 0), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('PI3K', 1), ('TGFBR', 0)]",0.5,-0.171875,-0.04261363636363636,,0.46875,0.14901315789473685,0.546875,1.0,0.0,0.5,-1.0,0.1875,,0.46875,0.08333333333333333,0.0,0.25,0.5,0.25,0.38671875,0.0625,0.0,0.2465277777777778,0.28125,,0.3125,0.09375,0.13541666666666666,0.0625,-0.2604166666666667,0.25,-0.15625
"[('MEK', 0), ('miR34', 0)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('PI3K', 0), ('TGFBR', 0)]",0.4791666666666667,-0.171875,-0.03125,,0.46875,0.15164473684210528,0.484375,0.5,0.0,0.5,-1.0,0.1875,,0.46875,0.041666666666666664,0.625,0.25,0.75,0.25,0.40234375,0.052083333333333336,0.0,0.2465277777777778,0.28125,,0.3125,0.09375,0.11458333333333333,0.0625,-0.2604166666666667,0.25,-0.1625
"[('SMAD4', 1), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NOTCH', 1), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NOTCH', 0), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,0.015789473684210527,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,-0.25,0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('Snail', 0), ('p38', 1)]",0.0,0.5,-0.18181818181818182,,1.0,0.07894736842105263,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,-0.125,,0.5,0.25,-0.05555555555555555,0.0,0.16666666666666666,0.0,-0.1
"[('PI3K', 0), ('SMAD23', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.015789473684210527,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.25,1.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('TGFb', 0), ('bcatenin', 0)]",0.4166666666666667,-0.140625,-0.10227272727272728,,0.46875,0.10592105263157894,0.25,0.75,0.25,0.0,-1.0,0.25,,0.25,0.20833333333333334,0.125,0.25,0.75,0.5,0.34375,0.052083333333333336,0.0,0.14583333333333334,0.0,,0.3125,0.1328125,0.027777777777777776,0.125,-0.21875,0.25,-0.2
"[('AKT', 1), ('Ecadherin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.5,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 1), ('TAK1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('MYC', 0)]",0.0,0.0,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('EpCAM', 1), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 0), ('NOTCH', 0)]",0.0,0.0,-0.09090909090909091,,1.0,0.02631578947368421,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,0.125,,0.0,-0.25,0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('MEK', 0), ('THY1', 0)]",0.5,-0.5,0.22727272727272727,,0.5,0.042105263157894736,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.25
"[('TAK1', 0), ('p53', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('RAF', 1), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 0), ('miR200', 0)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('GRB2SOS', 1), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('IKK', 1), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('TAK1', 1), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 0), ('SMAD23', 1)]",0.16666666666666666,-0.5,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('ERK', 1), ('TAK1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MDM2', 0), ('Twist1', 1)]",0.0,0.0,0.0,,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"[('IKK', 1), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('THY1', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MYC', 0), ('p53', 0)]",0.0,0.0,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('AKT', 1), ('Ecadherin', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 1), ('TGFb', 0)]",0.4791666666666667,-0.1875,-0.05397727272727273,,0.46875,0.14671052631578949,0.5,0.75,0.0,1.0,-1.0,0.1875,,0.625,0.5416666666666666,0.125,0.25,0.625,0.5,0.375,0.07291666666666667,0.0,0.16666666666666666,0.0,,0.3125,0.125,0.14583333333333334,0.0625,-0.25,0.25,-0.225
"[('MDM2', 1), ('SMAD23', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 0), ('PI3K', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 0), ('GRB2SOS', 0)]",0.0,0.0,0.0,,1.0,-0.015789473684210527,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('bcatenin', 1), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('IKK', 1), ('MEK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('Snail', 0)]",0.3333333333333333,0.5,0.0,,1.0,0.19473684210526315,1.0,0.0,0.0,0.0,-1.0,0.0,,1.0,1.0,0.0,0.0,0.25,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,0.125,,0.5,0.25,0.2777777777777778,0.0,-0.16666666666666666,0.0,-0.1
"[('AP1', 1), ('GSK3b', 1)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.02631578947368421,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('NOTCH', 1)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.02631578947368421,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.2
"[('MDM2', 0), ('MEK', 1)]",0.0,0.0,0.0,,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1
"[('MEK', 0), ('RAF', 0)]",0.16666666666666666,-0.5,0.3181818181818182,,0.5,0.031578947368421054,0.25,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.375,0.0,0.3125,-0.25,0.0,0.16666666666666666,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('ERK', 0), ('p53', 1)]",0.16666666666666666,-0.5,0.09090909090909091,,1.0,0.11052631578947368,0.25,0.0,0.0,0.0,0.0,1.0,,0.0,0.25,0.0,0.0,0.125,0.0,0.25,0.0,0.0,0.1111111111111111,0.0625,,0.0,0.0,0.1388888888888889,0.0,-0.08333333333333333,0.0,0.2
"[('MDM2', 0), ('ZEB1', 0)]",0.0,0.0,0.0,,0.0,0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0,0.05555555555555555,0.125,,0.0,0.25,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0
"[('RAS', 1), ('Snail', 0)]",0.0,0.5,-0.18181818181818182,,1.0,0.07894736842105263,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,-0.125,,0.5,0.25,-0.05555555555555555,0.0,0.16666666666666666,0.0,-0.1
"[('IKK', 1), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 1), ('NFKB', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 0), ('Twist1', 0)]",0.0,0.0,0.0,,1.0,-0.005263157894736842,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,1.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('RAS', 0), ('THY1', 1)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.05789473684210526,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('NFKB', 0), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 0), ('MYC', 0)]",0.0,0.0,0.0,,0.0,-0.03684210526315789,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('SMAD23', 0), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.25,0.08333333333333333,0.0,0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('PI3K', 0)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.06842105263157895,0.5,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.5,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.1
"[('ERK', 1), ('IKK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 0), ('NFKB', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('NFKB', 1), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('IKK', 0), ('TGFBR', 0)]",0.5416666666666666,-0.171875,-0.03125,,0.46875,0.14835526315789474,0.484375,0.75,0.0,0.5,-1.0,0.1875,,0.46875,0.10416666666666667,0.3125,0.25,0.625,0.25,0.41015625,0.052083333333333336,0.0,0.2465277777777778,0.28125,,0.3125,0.09375,0.11458333333333333,0.0625,-0.2604166666666667,0.25,-0.20625
"[('RAF', 1), ('SMAD23', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAF', 0), ('miR34', 0)]",0.08333333333333333,-0.25,0.0,,0.5,-0.007894736842105263,0.125,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.5,0.375,0.0,0.21875,-0.25,0.0,0.1111111111111111,-0.125,,0.0,-0.125,0.16666666666666666,0.0,-0.4166666666666667,0.0,-0.275
"[('EpCAM', 0), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('GRB2SOS', 1), ('NFKB', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAF', 1), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('NFKB', 1), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('RAS', 0), ('miR200', 1)]",0.08333333333333333,-0.125,-0.022727272727272728,,0.5,0.11578947368421053,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.3125,0.08333333333333333,0.5,0.1111111111111111,0.125,,0.25,0.3125,0.2222222222222222,0.0,-0.4166666666666667,0.5,-0.1
"[('PI3K', 1), ('miR34', 1)]",0.0,0.0,-0.18181818181818182,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,0.5,0.0,-0.1
"[('GLI', 0), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('ZEB1', 0), ('bcatenin', 1)]",0.0,-0.5,0.09090909090909091,,0.0,-0.03684210526315789,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,0.5,-0.16666666666666666,1.0,-0.5,0.0,-0.3
"[('NFKB', 0), ('TAK1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('Snail', 1), ('Twist1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 0), ('NOTCH', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('AP1', 0), ('Twist1', 1)]",0.0,0.0,0.0,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('GSK3b', 0), ('IKK', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 1), ('bcatenin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('RAS', 0)]",0.3333333333333333,-0.125,-0.022727272727272728,,0.5,0.08421052631578947,0.5,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0,0.0,0.21875,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.4166666666666667,0.0,-0.3333333333333333,0.5,-0.125
"[('AP1', 0), ('GSK3b', 1)]",0.3333333333333333,0.0,0.18181818181818182,,1.0,0.06842105263157895,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,0.5,0.0,-0.5,1.0,-0.2
"[('AKT', 0), ('RAS', 1)]",0.6666666666666666,0.0,-0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('RAS', 1), ('TGFBR', 0)]",0.5416666666666666,-0.171875,-0.03125,,0.46875,0.14835526315789474,0.484375,0.75,0.0,0.5,-1.0,0.1875,,0.46875,0.10416666666666667,0.3125,0.25,0.625,0.25,0.41015625,0.052083333333333336,0.0,0.2465277777777778,0.28125,,0.3125,0.09375,0.11458333333333333,0.0625,-0.2604166666666667,0.25,-0.20625
"[('AP1', 1), ('RAF', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
